sys_RespNum,sys_SequentialRespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_RespRemoved,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_ScreenWidth,sys_CAPIDeviceID,Gender,age,education,job,KUT_r1,KUT_r2,KUT_r3,KUT_r4,KUT_r5,KUT_r6,KUT_r7,KUT_r8,Gaais_r1,Gaais_r2,Gaais_r3,Gaais_r4,Gaais_r5,Gaais_r6,Gaais_r7,Gaais_r8,Gaais_r9,Gaais_r10,CBC_Random1,CBC_Random2,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random7,CBC_Random8,CBC_Random9,CBC_Random10,CBC_Random11,CBC_Random12,Comment,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25
123,123,06 Jan 2022 - 17:58:28 CET,06 Jan 2022 - 18:52:29 CET,3241,523,1641488308,1641491549,1,2,0,,ErklaerungDaten,1,"Mozilla/5.0 (Linux; Android 8.1.0; DUB-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36 OPR/66.2.3445.62346",Android 8.1.0,Opera 66.2.3445.62346,360,,1,46,5,7,6,1,5,6,1,5,2,1,6,6,2,4,4,4,4,3,4,4,,,,,,,,,,,,,,,,17,68,55,297,46,16,41,,,,,,,,,,,,,,,,,,
124,124,06 Jan 2022 - 20:18:46 CET,06 Jan 2022 - 20:27:51 CET,545,543,1641496726,1641497271,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 11; SM-A217F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (30/11; 280dpi; 720x1448; samsung; SM-A217F; a21s; exynos850; de_DE; 339335856)",Android 11,Chrome 96.0.4664.104,412,,1,26,6,4,6,1,6,6,1,6,2,2,4,4,4,5,5,3,4,4,5,4,1,1,2,3,1,3,2,3,2,2,3,1,,124,CBC1_1640008116_6,18,19,48,59,46,13,23,27,19,10,5,47,49,17,13,18,17,23,15,12,13,19,27,4,
125,125,06 Jan 2022 - 20:43:01 CET,06 Jan 2022 - 20:52:45 CET,584,583,1641498181,1641498765,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",,Safari 604.1,375,,2,26,6,4,5,2,5,5,1,5,1,1,6,3,2,6,5,1,6,3,5,2,1,2,1,3,3,3,1,3,3,3,3,2,,125,CBC1_1640008116_6,11,34,52,62,35,20,19,23,33,17,11,46,25,24,25,23,29,13,17,25,20,17,10,3,
126,126,06 Jan 2022 - 20:57:23 CET,06 Jan 2022 - 20:57:23 CET,0,0,1641499043,1641499043,1,2,0,,Gender,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
127,127,06 Jan 2022 - 21:00:59 CET,06 Jan 2022 - 21:15:11 CET,852,852,1641499259,1641500111,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 11; SM-A202F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/348.0.0.39.118;]",Android 11,[FB_IAB FB4A;FBAV,360,,2,40,6,4,3,4,1,3,2,5,4,4,2,3,2,5,2,3,3,4,5,3,2,2,2,1,3,3,2,3,1,3,3,3,Die Letzten Möglicgkeitsfragen sind unübersichtlich....besser fragen an welchen Orten Überwachung gewünscht ist mit der dazugehörigen Dauer der Speicherung,127,CBC1_1640008116_6,5,32,95,96,72,19,17,23,23,13,13,96,52,19,7,48,42,12,12,19,15,19,13,95,
128,128,06 Jan 2022 - 23:14:09 CET,06 Jan 2022 - 23:26:15 CET,726,725,1641507249,1641507975,1,5,0,,EndText,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,Windows 10.0,Firefox 95.0,1536,,2,57,4,4,4,5,3,4,2,4,2,2,3,5,5,5,5,5,4,6,3,5,2,3,1,3,1,2,1,1,2,2,1,2,,128,CBC1_1640008116_6,18,35,85,61,24,15,10,16,14,11,7,38,19,35,22,33,29,27,31,87,58,33,32,3,
129,129,06 Jan 2022 - 23:22:53 CET,06 Jan 2022 - 23:36:58 CET,845,869,1641507773,1641508618,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19B74 [FBAN/FBIOS;FBDV/iPhone14,2;FBMD/iPhone;FBSN/iOS;FBSV/15.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",,[FBAN FBIOS;FBDV,390,,2,54,7,4,5,5,6,4,2,5,4,1,5,5,1,6,5,3,3,3,6,2,1,3,1,2,3,3,3,3,1,2,1,2,,129,CBC1_1640008116_6,18,19,67,64,25,13,18,25,24,11,50,84,34,21,35,24,19,230,17,33,16,21,16,3,
130,130,07 Jan 2022 - 11:09:30 CET,07 Jan 2022 - 11:10:18 CET,48,48,1641550170,1641550218,1,2,0,,KUT,1,"Mozilla/5.0 (Linux; Android 11; ZTE Blade A51 Build/RP1A.201005.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (30/11; 320dpi; 720x1460; ZTE; ZTE Blade A51; P963F60; s9863a1h10_go_32b; de_DE; 339335850)",Android 11,Chrome 96.0.4664.104,360,,1,26,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48,,,,,,,,,,,,,,,,,,,,,,,
131,131,07 Jan 2022 - 11:18:27 CET,07 Jan 2022 - 11:29:21 CET,654,653,1641550707,1641551361,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 11; RMX2063 Build/RKQ1.201112.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.70 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (30/11; 480dpi; 1080x2160; realme; RMX2063; RMX2063L1; qcom; de_DE; 339335857)",Android 11,Chrome 97.0.4692.70,360,,1,26,6,2,5,2,5,5,1,5,2,1,5,4,5,6,6,4,6,4,4,3,1,2,2,1,3,2,1,2,2,3,3,3,Immer gerne Thomas,131,CBC1_1640008116_6,4,40,71,72,28,19,17,27,20,11,4,81,16,18,11,31,13,54,12,12,10,12,10,64,
132,132,07 Jan 2022 - 11:29:44 CET,07 Jan 2022 - 11:40:35 CET,651,647,1641551384,1641552035,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone13,3; iOS 15_1_1; de_DE; de-DE; scale=3.00; 1170x2532; 338132253) NW/3",,NW 3,390,,1,23,4,2,5,2,6,5,1,5,2,1,5,1,1,6,6,1,5,1,4,2,2,1,1,1,3,1,3,2,3,2,2,3,,132,CBC1_1640008116_6,23,16,54,40,26,16,9,16,18,6,7,196,22,32,35,16,22,23,25,18,17,12,18,3,
133,133,07 Jan 2022 - 11:36:53 CET,07 Jan 2022 - 11:44:50 CET,477,474,1641551813,1641552290,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 10; SM-G960F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.70 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (29/10; 480dpi; 1080x2076; samsung; SM-G960F; starlte; samsungexynos9810; de_DE; 339335857)",Android 10,Chrome 97.0.4692.70,360,,2,24,6,2,6,2,2,4,1,4,3,1,4,3,3,5,5,1,5,3,4,1,2,2,3,2,2,3,1,2,1,3,2,3,,133,CBC1_1640008116_6,5,14,55,37,31,21,10,12,16,5,6,35,19,27,25,15,25,27,45,11,11,11,14,2,
134,134,07 Jan 2022 - 11:39:47 CET,07 Jan 2022 - 11:40:25 CET,38,58,1641551987,1641552025,1,2,0,,KUT,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone13,2; iOS 15_2; de_DE; de-DE; scale=3.00; 1170x2532; 338132253)",,Mobile 15E148,390,,2,24,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,58,,,,,,,,,,,,,,,,,,,,,,,
135,135,07 Jan 2022 - 11:48:51 CET,07 Jan 2022 - 11:48:52 CET,1,0,1641552531,1641552532,1,2,0,,Gender,1,"Mozilla/5.0 (Linux; Android 11; SM-G780G Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (30/11; 480dpi; 1080x2312; samsung; SM-G780G; r8q; qcom; de_DE; 339335857)",Android 11,Chrome 96.0.4664.104,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
136,136,07 Jan 2022 - 12:03:49 CET,07 Jan 2022 - 12:10:12 CET,383,380,1641553429,1641553812,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone11,6; iOS 15_1; de_DE; de-DE; scale=3.00; 1242x2688; 338132253) NW/3",,NW 3,414,,2,25,5,2,4,2,2,3,2,3,4,3,4,2,2,5,5,2,5,2,5,4,3,3,3,1,3,1,2,1,1,3,2,1,,136,CBC1_1640008116_6,20,29,54,50,24,14,27,13,14,8,6,25,22,14,6,9,6,12,6,13,9,11,4,4,
137,137,07 Jan 2022 - 12:10:11 CET,07 Jan 2022 - 12:11:59 CET,108,108,1641553811,1641553919,1,2,0,,Gaais,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone11,8; iOS 15_1; de_DE; de-DE; scale=2.00; 828x1792; 338132253)",,Mobile 15E148,414,,2,16,1,1,3,3,4,3,2,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,81,,,,,,,,,,,,,,,,,,,,,,
138,138,07 Jan 2022 - 12:21:10 CET,07 Jan 2022 - 12:29:54 CET,524,523,1641554470,1641554994,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A5010 Build/QKQ1.191014.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.45 Mobile Safari/537.36 Instagram 214.1.0.29.120 Android (29/10; 380dpi; 1080x2160; OnePlus; ONEPLUS A5010; OnePlus5T; qcom; en_US; 333717274)",Android 10,Chrome 96.0.4664.45,455,,1,25,6,2,6,5,4,5,1,6,3,1,5,5,1,6,6,1,6,6,6,6,1,1,1,2,3,2,3,2,2,3,1,1,,138,CBC1_1640008116_6,4,36,56,46,22,12,11,5,2,2,4,58,30,77,11,27,14,13,13,8,11,4,4,57,
139,139,07 Jan 2022 - 12:28:13 CET,07 Jan 2022 - 12:39:00 CET,647,641,1641554893,1641555540,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 10; VOG-L29 Build/HUAWEIVOG-L29; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (29/10; 480dpi; 1080x2265; HUAWEI; VOG-L29; HWVOG; kirin980; de_DE; 339335857)",Android 10,Chrome 96.0.4664.104,360,,1,26,5,2,5,2,4,5,1,5,3,1,5,3,3,5,5,2,5,3,5,3,3,3,2,2,2,3,2,2,2,3,1,1,,139,CBC1_1640008116_6,13,16,50,52,28,10,18,20,23,16,2,151,62,21,53,19,12,13,15,18,13,14,12,3,
140,140,07 Jan 2022 - 12:35:34 CET,07 Jan 2022 - 12:42:50 CET,436,432,1641555334,1641555770,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 11; M2103K19G Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (30/11; 440dpi; 1080x2167; Xiaomi/Redmi; M2103K19G; camellian; mt6833; de_DE; 339335857)",Android 11,Chrome 96.0.4664.104,393,,1,23,5,2,4,2,4,5,1,4,3,2,5,3,2,5,6,1,6,2,4,5,2,2,1,3,1,2,1,2,1,2,3,1,,140,CBC1_1640008116_6,5,21,55,41,8,4,6,3,4,2,3,40,16,17,11,10,106,31,7,15,11,6,13,2,
141,141,07 Jan 2022 - 12:46:56 CET,07 Jan 2022 - 12:55:31 CET,515,514,1641556016,1641556531,1,5,0,,EndText,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 10.0,Edg 96.0.1054.57,1536,,2,31,6,4,2,4,2,5,3,4,5,2,5,1,1,6,6,1,6,1,6,1,2,1,2,2,1,2,1,3,3,2,3,1,,141,CBC1_1640008116_6,4,11,36,31,24,16,25,29,27,11,5,62,37,30,20,17,21,19,12,18,23,18,19,3,
142,142,07 Jan 2022 - 12:58:51 CET,07 Jan 2022 - 13:04:21 CET,330,327,1641556731,1641557061,1,5,0,,EndText,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,Windows 10.0,Firefox 95.0,1349,,2,38,6,4,6,2,3,6,1,5,3,1,3,5,4,4,3,4,4,5,3,5,2,1,2,1,2,3,2,2,3,1,1,2,,142,CBC1_1640008116_6,12,13,42,40,21,8,19,11,9,9,4,32,14,15,9,10,12,14,7,8,8,11,9,2,
143,143,07 Jan 2022 - 13:40:21 CET,07 Jan 2022 - 13:41:34 CET,73,72,1641559221,1641559294,1,2,0,,KUT,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone10,4; iOS 15_1; de_DE; de-DE; scale=2.00; 750x1334; 338132253) NW/3",,NW 3,375,,1,26,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,72,,,,,,,,,,,,,,,,,,,,,,,
144,144,07 Jan 2022 - 14:41:50 CET,07 Jan 2022 - 14:46:37 CET,287,287,1641562910,1641563197,1,2,0,,CBC_Random2,1,"Mozilla/5.0 (Linux; Android 11; SM-G780F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (30/11; 420dpi; 1080x2273; samsung; SM-G780F; r8s; exynos990; de_DE; 339335857)",Android 11,Chrome 96.0.4664.104,412,,2,28,5,2,5,4,5,6,1,5,4,2,4,1,5,4,6,4,4,3,5,3,1,,,,,,,,,,,,,144,CBC1_1640008116_6,6,21,61,68,23,13,14,20,15,8,5,39,,,,,,,,,,,,,
145,145,07 Jan 2022 - 15:04:58 CET,07 Jan 2022 - 15:07:20 CET,142,142,1641564298,1641564440,1,2,0,,EinuerhrungErklarung,1,"Mozilla/5.0 (Linux; Android 12; Pixel 4 Build/SQ1A.211205.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.70 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (31/12; 440dpi; 1080x2236; Google/google; Pixel 4; flame; flame; de_DE; 339335857)",Android 12,Chrome 97.0.4692.70,393,,1,27,6,4,6,3,6,6,1,6,1,1,6,1,2,6,6,1,6,3,6,2,,,,,,,,,,,,,,,,6,15,44,41,42,,,,,,,,,,,,,,,,,,,,
146,146,07 Jan 2022 - 15:28:58 CET,07 Jan 2022 - 15:30:39 CET,101,101,1641565738,1641565839,1,2,0,,Gaais,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone11,8; iOS 13_4_1; de_DE; de-DE; scale=2.00; 828x1792; 338132253) NW/3",,NW 3,414,,1,31,5,4,5,4,4,5,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,6,41,60,,,,,,,,,,,,,,,,,,,,,,
147,147,07 Jan 2022 - 15:34:23 CET,07 Jan 2022 - 15:34:23 CET,0,0,1641566063,1641566063,1,2,0,,Gender,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone14,4; iOS 15_1_1; de_DE; de-DE; scale=2.88; 1080x2338; 338132253) NW/3",,NW 3,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
148,148,07 Jan 2022 - 17:07:38 CET,07 Jan 2022 - 17:17:14 CET,576,573,1641571658,1641572234,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone14,5; iOS 15_2; de_DE; de-DE; scale=3.00; 1170x2532; 338132253) NW/3",,NW 3,390,,1,26,6,2,5,4,6,5,2,6,4,2,2,3,4,6,4,3,4,5,5,6,1,1,1,1,3,2,3,2,3,2,2,3,,148,CBC1_1640008116_6,39,31,59,57,42,25,31,25,36,19,8,59,20,20,13,18,18,17,11,17,20,11,8,8,
149,149,07 Jan 2022 - 20:12:01 CET,07 Jan 2022 - 20:40:45 CET,1724,1724,1641582721,1641584445,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone13,3; iOS 15_1_1; de_DE; de-DE; scale=3.00; 1170x2532; 338132253)",,Mobile 15E148,390,,1,20,3,1,5,4,3,5,2,4,3,2,4,4,4,5,5,3,5,3,3,5,2,3,3,3,3,2,1,2,1,1,1,2,,149,CBC1_1640008116_6,5,30,70,70,58,15,202,17,41,25,8,1005,27,20,18,19,22,11,7,14,14,17,11,3,
150,150,08 Jan 2022 - 00:34:50 CET,08 Jan 2022 - 00:35:37 CET,47,46,1641598490,1641598537,1,2,0,,KUT,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 216.0.0.12.135 (iPhone10,3; iOS 15_2; de_DE; de-DE; scale=3.00; 1125x2436; 338132253) NW/3",,NW 3,375,,1,26,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,46,,,,,,,,,,,,,,,,,,,,,,,
151,151,08 Jan 2022 - 01:02:40 CET,08 Jan 2022 - 01:24:59 CET,1339,1335,1641600160,1641601499,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 12; SM-G991B Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 Instagram 216.1.0.21.137 Android (31/12; 450dpi; 1080x2185; samsung; SM-G991B; o1s; exynos2100; de_DE; 339335857)",Android 12,Chrome 96.0.4664.104,384,,1,25,6,4,5,2,6,5,1,5,2,2,5,2,1,5,6,1,6,3,5,2,1,3,2,3,1,2,1,3,3,1,1,2,,151,CBC1_1640008116_6,121,30,291,162,44,37,18,36,67,14,9,86,58,31,16,80,31,42,78,93,24,47,26,15,
152,152,09 Jan 2022 - 18:53:35 CET,09 Jan 2022 - 19:04:14 CET,639,680,1641750815,1641751454,1,5,0,,EndText,1,"Mozilla/5.0 (Linux; Android 11; SM-G980F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",Android 11,Chrome 96.0.4664.104,980,,1,25,6,4,6,2,4,6,1,6,2,1,5,3,3,5,5,2,5,4,5,4,2,2,1,1,3,3,2,3,3,1,3,2,,152,CBC1_1640008116_6,6,25,56,59,37,79,23,35,27,13,11,78,12,14,29,32,30,14,14,48,12,11,10,11,
153,153,09 Jan 2022 - 21:01:39 CET,09 Jan 2022 - 21:09:52 CET,493,490,1641758499,1641758992,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",,Safari 604.1,414,,2,24,6,2,3,4,3,4,2,4,4,3,3,3,3,4,4,3,4,3,4,4,3,2,3,1,3,3,3,1,3,1,3,1,,153,CBC1_1640008116_6,62,29,44,61,41,13,13,17,11,3,1,41,24,12,12,10,14,11,26,22,34,27,22,2,
154,154,10 Jan 2022 - 12:32:07 CET,10 Jan 2022 - 16:59:24 CET,16037,16037,1641814327,1641830364,1,2,0,,Gaais,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Mac OS X 10.15.6,Safari 14.0.3,1025,,1,56,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,15983,54,,,,,,,,,,,,,,,,,,,,,,
155,155,10 Jan 2022 - 19:35:26 CET,10 Jan 2022 - 19:45:41 CET,615,612,1641839726,1641840341,1,5,0,,EndText,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",Mac OS X 10.15.7,Safari 15.1,1264,,2,23,4,4,5,1,4,6,1,5,4,2,3,3,4,4,3,5,3,4,2,5,2,2,2,2,2,3,2,2,2,3,3,1,,155,CBC1_1640008116_6,40,12,49,50,25,14,26,16,22,8,5,57,45,47,24,24,36,28,18,13,54,16,20,3,
156,156,11 Jan 2022 - 06:32:01 CET,11 Jan 2022 - 06:42:03 CET,602,599,1641879121,1641879723,1,5,0,,EndText,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Mobile/15E148 Safari/604.1",,Safari 604.1,375,,1,24,6,2,6,3,3,6,2,5,2,2,6,2,4,6,6,2,6,4,6,3,1,1,2,1,3,2,1,2,1,3,3,1,,156,CBC1_1640008116_6,32,16,47,75,45,18,18,26,27,12,9,80,28,24,20,26,15,16,19,22,24,12,15,5,
